id,clean_content,class
10620553,sách lậu sách dính sách lậu không tiki sách lậu hình thức không chuẩn bóc bọc sách mép sách nhàu không cứng giấy màu sẫm không trắng tinh đọc mờ ảnh chụp kèm sách chuẩn không chữ không tròn thưa sách chuẩn mảnh dày chít dòng,0
19970632,sách đóng gói cẩn thận không móp méo lỗi,0
19731704,sách bookcare giao hangf chậm,0
18630378,hàng nhiên vết bẩn nhẹ không nội sách,0
12806811,đợt dịch tiki hàng trời mưa shipper giao hộp hơi bất an sách ổn rách kiếng ảnh hưởng sách tí không hàng tiki sách tiki thất vọng vọng tiki không thất vọng p,0
15092732,đẹp gáy sách hơi hỏng bookmark gắn chặt bìa không đc cú lắm đầu sách trading kaf thất vọng ntn,0
14643196,không thể nổi sốc sâu vô lỗ đâm thẳng í dường rách không không ảnh hưởng chất gòi cảm ơn,0
19274632,sách ngược không đổi online mua sách lỗi không đổi online,0
14496754,sách nhã nam đẹp lỗi thể liên hệ nhã nam đổi quà hơi buồn tiki khâu đóng gói sơ sài không bọc quanh trừ chỗ hên không lỗi khâu vận sốt ruột không cập nhật kỹ lắm đợt hẹn,0
17546601,vận ổn hàng hộp rách thể sách thây chất tốt không gấp gãy nội dubg đọc đánh giá,0
19836331,oke hơi cũ dởm nhập hàng,0
19547411,nội không thú vị trình bày nội không hấp đối trẻ,0
13239111,nội sách đậm hơi thở văn cá nhân không thích dắt câu lắm đánh giá bìa sách không ưng lắm khâu vận vận hộp móp lỗi cọ xát dính bìa,0
18770011,hàng siêu khâu đóng gói không lắm nhã nam đóng gói kĩ kèm thiệp cảm ơn sách tinh sách hơi bụi,0
18277782,sách gói không kỹ dính băng dính bẩn r trầy gáy sách thất vọng,0
19495143,bọc sách hơi lởm ổn hàng hơi,0
19041800,g,0
12917714,đầu tiên tiki trading vận chán gáy sách hơi nhăn quyển thân gửi sở thú cảm lật hơi mỏng,0
3447286,hơi buồn dạo tiki gói hàng lọc hàng không cẩn thận sách cũ gãy góc dơ cầm quyển viết xước rọc giấy xém buồn,0
3921203,quyết định sách cúc taynguyensound v sách bàn nội dung bìa sách siêu êm sách không hiện tượng nhăn rách trầy v,0
18772127,tiki cảm thất vọng cẩu thả trách nhiệm xưa thích sách trân quyển sách đóng gói cẩn thận sách hàng hình chụp miếng bọc nhựa không hề đóng gói thùng tông không hề dán dãn gửi mặc nội thành tphcm không hời hợt cẩu thả không sách tiki,0
17731136,sách đóng gói sơ xài góc sách méo xíu shipper thân thiện,0
18609933,tựa đề sách sách rách rồiiiii,0
5984921,dịch vụ tiki hàng hẹn đóng hộp cẩn thận sách vết gập bìa sách ảnh chụp hài tâm lý sách không lỗi lỗi bẩn bìa sách ủng hộ tiki khắc phục lỗi bảo quản sách nội sách sách nội thực hành okrs ví dụ,0
12204714,shipper hàng không đảm bảo chất sách ướt chất kém yêu cầu đổi,0
4466618,tạm buồn trại vàng cúc không bọc ngài sách hơi trầy sản phẩm quyển thất vọng,0
14802971,gáy sách lỗi giấy nhăn tróc,0
11954500,sách dơ góc nhăn cũ đóng gói ẩu hộp rách ướt không xứng giá tiền cân nhắc hàng,0
18037555,vô bookcover life không bìa cứng ký ức vĩnh cữu cover cắt dán sách cover cầm vô tệ xét không vô tệ hại trải nghiệm đầu,0
12359080,sách đọc lắm mua review nội hàng ok dịch bình góp tỉnh bọc sách kỹ gói giấy chống sốc đc hàng thùng hàng xẹp lém móp tùm lum không bọc cẩu thả lắm may mắn sách nguyên vẹn không móp méo tiki lưu đơn hàng tỉnh vợ chồng,0
12365264,đầu trải nghiệm hàng tệ đơn hủy không hề điện thoại tổng đài nhân viên bảo đơn hủy đơn trạng thái vận thông cảm dịch thể vận khăn đơn đầu chỗ thể hàng đơn sách ntn thực thất vọng xử lí khiếu nại,0
19507848,sách súc tích,0
18002469,sách không bọc bóng kia trời mưa vỏ hộp dính mưa sách hơi giấy,0
9355999,sách không bọc bookcare lớp bìa ổn nội sách bàn diết đọc đọc thử,0
19994142,sách đọc nhiên chỗ dịch không thoát lắm,0
19982075,chất mực không tốt lắm tý mồ hồi cầm chữ tèm nhèm,0
19930369,marketing tác giả không sợ sách dở sợ không marketing,0
19911305,sách nội không tác giả viết góp nhặt không ràng tác giả kém,0
19988918,nội bình chải nội sách không không kỳ vọng không nỗi tư ngược,0
17738418,giao hàng hẹn khâu đóng gói vận hơi ẩu sách móp ảnh mong hàng đóng gói cẩn thận giá sách đắt,0
13917239,quyển sách quyển tiền quyển gói hàng không giải thích,0
19452578,sách hàng lậu,0
9978522,đvvc j t tệ phép móc j t vận đơn hàng công không xỏ vui tôn không tích đơn hàng không tiến độ kịp thời phản hồi chăm sóc hàng tiki đơn hủy hủy đơn đối j t đơn né tiếc tiki đvvc đánh giá chăm sóc hàng tiki hộp sách móp méo khủng sách cong cấn gãy sách đau góp đơn vị vận đơn vị hàng tốt j t triệu tập cực lôi đầu kết viên mãn,0
12759895,nội sách ok hàng chậm hộp nát móp méo không bookcare hỏng quyển sách bìa xước loạt đọc thời gáy sách keo chất sách kém,0
12424810,tình hình dịch bệnh hơi tí chấp không chấp sách mặt bìa trầy xước góc,0
10786078,mua thất vọng hộp tiki móp méo nhăn nheo sách góc quăn gấp khúc thiết mặt hàng sách đóng gói cẩn thận đăng ký dịch vụ bọc sách lẻ phí mắt tiki dịch vụ ghê bắt nguyên gói nhiêu hàng sách bẩn nhăn thiện cảm xá,0
18044079,sách lỗi mép quăn bụi bẩn giáo hàng không nhiệt tình đóng gói không cẩn thận đầu hàng không chấp nội sách,0
16923871,giao hàng sách hơi góc xí thui nội không ứng dụng speaking thực tế lắm tạm,0
13559537,đóng gói đẹp không thích hộp gói hàng móp méo hàng hộp nguyên vẹn ưng sách bọc lớp oke shipper thân thiện,0
12484127,bàn đối tác vận nửa nhìu đơn kênh thương mại điện tử đơn shop đóng gói sơ sài không chống sốc ảnh hưởng bìa sách lắm,0
14959499,nội sách miễn bàn sách móp không bookcare buồn,0
15866538,shipper kí không phép hộp vận hư hại ảnh hưởng sách,0
18755663,chất giấy tệ lẽ xấu,0
12890368,giao hàng cskh tệ đóng tập sách ẩu không không photo đóng,0
18344231,giáo hàng sách đẹp gói hàng ẩu sách móp méo,0
19980588,giao nhầm không kế hoạch,0
19319963,sách đọc nửa gáy quyền tệ sách đầu tiên kiểm,0
18702018,đầu sách tiki hài chất sách chất dịch vụ song hơi thất vọng sách gói sơ sài chỗ bìa quăn nhẹ vs hơi tiếc sách giá,0
19038045,sách nhiên sách lỗi nội dung trắng sách lưu tâm kiểm,0
19623628,sách bìa lỗi tí,0
19254658,chào sách quyển sách sách lỗi trang mong dách phản hồi,0
19335234,hàng bóp méo rách trải nghiệm thất vọng quyển lỗi tả,0
17442714,shop nhầm sách vangogh tiki liên hệ đổi giúp,0
19224422,sách cũ đóng màng sách màng nguyên bìa sách bẩn nhem,0
14146560,hàng nguyên seal nhiên mấy góc bìa móp xíu hơi buồn nhẹ săn hàng tổng thể nè,0
18449633,thùng đập rách móp sách không chèn giấy kỹ nội đa dạng thích hợp bắt đầu,0
8591782,sách giấy đẹp nội hướng tập viết ràng kỹ không hài đóng gói sản phẩm đầu tiên tiki thất vọng hộp móp méo không sách thấm ướt góc ố vàng hình,0
16379950,không hài bìa tải app mcbooks nội mcbooks không áp dụng quyển ok đồng đề nghị dòng đầu tả slogan sẻ thức lỗi nghiêm giải thích nhầm không thuyết phục,0
19813131,goód,0
11006774,nội sách không vấn đề vấn đề tiki gói hàng không hề chống sốc đơn giản hộp giấy gửi sách không vênh bìa sách tiki không không,0
4494576,sách chất vận kiện hàng sách rút kiện hàng gáy sách gãy nhăn,0
18738250,sách tập viết gửi quyển sách không không kiểu,0
19240404,gửi shop sách đóng thừa trang đổi giúp,0
19953206,quyển nâu đỏ lá chất giấy xấu cắt chuẩn quyển chất,0
19584543,tiếc sản phẩm bìa sách tờ giấy bìa trống không đọc bực nhọc tình trạng sách lậu tràn lan,0
14651964,bữa sách bọc kém xước mặt sách sách mỏng trang đọc,0
19426820,sách kiểu không chán,0
1937640,đầu tiki sách đầu sách hơi nhăn chút lẽ vận sách dự dự đơn hàng hài đơn hàng,0
19900325,bìa sách cũ bẩn thất vọng,0
16839012,sách dịch ẩu sử dụng không hợp ngữ cảnh lệch khuyên đọc tiếng cạch sách dịch nguyễn minh,0
13976540,nội sách giá trị đọc tệ sách nhìu chữ mờ nhòe giấy gấp sách cũ nếp gấp thất vọng,0
10373067,tình thất vọng hộp móp méo sản phẩm sách trần trụi không miếng chống sốc không không bọc không ban không bảo vệ kết hình hôm không mưa mưa quyển sách,0
19977450,đổi rách,0
18797496,cảm ơn shipper khâu đóng gói sách thất vọng hộp boxet hơi trầy vết rách ổn quan tâm nội sách đônga không lắng lắm,0
19900704,box nhét hộp rỗng không miếng lót móp méo,0
19612690,sản phẩm đóng gói không tốt hơi âu khắc phục,0
17214174,dịch không đọc,0
7440907,sách móp bận đầu mùa hành hội móp mong phục lỗi,0
19275495,sách viết dịch kém đọc tưởng,0
10350093,sách bẩn nhem hàng,0
19965995,giao hàng tệ nát sách sách tặng nát không dám tặng,0
19778548,sách quăn bìa giấy chắn đóng hàng không vận cố đóng sách quăn,0
19662138,sách hơi dơ giấy mỏng chữ nổi bìa cầm lậu mạng,0
18922014,sách bìa hơi bẩn hàng đóng gói ổn,0
13812684,tiki sách hơi bẩn đổi quyển nội đọc quyển nổi tiếng review sách,0
19268947,hơi xấu,0
19952070,sách vô thất vọng sản phẩm tiki trading hàng đóng gói sơ sài lớp chống sốc mỏng thể chống sốc tốt quấn chắn chống sốc hư hại ảnh hưởng lẫn buồn hàng không lắm trễ thời hạn không đánh giá sản phẩm dịch vụ,0
19927630,thất vọng tình trạng hàng hóa boxset sưu tập rơi nứt toác tikinow không bọc xốp chống sốc màng mỏng không nứt vận,0
17736821,rtjhgg,0
19969092,dịch vụ hàng khoản nhân viên hàng hiện hàng vui hoàn tiền hàng không hàng,0
19852346,thất vọng chất dán đọc tróc keo sách vật quý báo đọc hư lưu cháu,0
19936707,hàng tặng sách gập gãy bìa không lắm hàng ổn,0
19922028,bìa sách trang sách vết lỗi,0
19642378,tiki tệ giao hàng đứng đường hàng đường hẻm địa rộng lý không hẻm rộng kêu không thua sách hàng đua không dịch vụ hàng tệ nốt bye bye never tiki again xóa app nhẹ máy tiki lụn bại,0
19781447,sách không giải thích lý thuyết trò ví dụ ích thực tế cấu trúc nội không ràng chỗ đọc không tác giả truyền tải thông điệp,0
19666297,sách đóng gói cẩn thận nhiên chất sách đóng gói đảm bảo,0
11199317,truyện đương nhiên rùi gói hàng hơi tệ hộp hơi mấy truyện trượt trượt mấy góc truyện nhăn tùy mấy không bọc,0
18135601,hàng tưởng hóa không hơi dơ bìa chút không,0
14025027,sách vận phép đánh giá đợt hội sách tiki đơn vị hàng đơn hàng bất hộp đựng hộp sách túi bọc hộp sách không hề bọc mong tiki khắc phục vấn đề,0
15198404,sách hơi cũ bẩn bụi lắm tiki xuất cầm sách lưu mấy sách giấy đẹp bìa chữ nổi dầy,0
18690324,sách tinh khổ hơi sách thông nhã nam dịp giá hời tiki hàng gói hàng hơi ẩu hộp móp méo trộm vía sách không,0
15227063,tiki nội sách lịch sử ngôn ngữ sử dụng ngôn ngữ cộng đồng thú vị sách ví dụ chỗ biên tập dịch ngữ nghĩa tiếng việt thích kỹ thông sách viết lỗi chứng không nhàm chán,0
13905584,sách hà nội tphcm đóng gói hộp nát không chèn bọc sách chẳng sách,0
19435774,sách trùng lặp trang vận,0
17656239,yêu sách bì đóng gói không lỗi đóng gói tiki vận thùng hàng sách rách trang đề nghị hồi hàng hoàn tiền sản phẩm,0
10966407,sách rấy đẹp mô tả dịch bệnh hàng hơi không bọc hàng kỹ,0
16740661,giao hàng đóng gói cẩn thận bìa truyện hằn vết bọc chống sốc cải thiện gáy dính keo tạm hài,0
14048627,hàng lắm hơi gói hàng tiki quyển hộp không bì truyện xước tí,0
8662167,fahasa truyện đọc huhu nhma lỗi buồn đầu fahasa hơi thất vọng đóng gói cẩn thận,0
16317131,giao hàng sách hơi dơ,0
15440437,sách thương chút xíu tè tè gãy đầu gáy sách hàng,0
9894589,đóng gói chắn sản phẩm không vẹo dính lớp bìa truyện hơi cũ vận,0
18951253,giao hỏa tốc trưa đầu chiều sách đẹp góc sách hơi móp không không săn giá tốt vui,0
19705723,đọc tạm không lắm đa lý thuyết cũ chuyên đọc thể chỗ dịch hơi,0
19747743,chất sách tốt lỗi,0
19898175,sách sách cũ nếp gấp cũ chờ hàng thất vọng đánh giá vọng lưu,0
19816503,sách dở đọc chán chết toàn mấy mẹo tiếp nội không liên quan tựa đề,0
18863921,giao hàng sách móp bụi sách bẩn xước đọc sách nêu cảm,0
18487622,sách tiki trading thất vọng bọc không quăn góc gãy góc tiki gói hàng sơ sài không cẩn thận chất hàng hóa,0
17886633,bìa vết dính,0
19379371,không tiki nxb sách df bìa nhẹ bóc bookmark đè mãi tạm ổn bìa lồi kì mong giải thích không đầu sách tình trạng,0
18695873,thất vọng tiki đơn vị vận viettel trễ dự kiến tiki gói hàng không nỗi miếng giấy măng lót sách không chống sốc sách không ảnh hưởng,0
16162469,sách bookcare bookmark đẹp dày sách không xướt hư đầu cắt gấp hơi xót miếng,0
15146224,hộp hơi xước xát sách không thích bọc tiki hộp size không chống sốc sách cực kỳ nguyên vẹn seal nguyên vẹn mãi bóc,0
18733165,hộp móp nát không hình không bọc chống sốc nma sách nguyên vẹn không tí df tiki sức nội đơn vị vận hàng,0
14803890,hàng dự kiến đoang gói không lớp chóng sốc thùng đóng sách đóng ôm gọn sách oke sách không đề thích lắm,0
15536511,hơi móp nhẹ góc không bìa đẹp cực nết sách hộp không chống sốc hơi đau hình ảnh chất họa,0
14411793,tiki không nè móp gáy sách đấy mặt không không nha ơn gói hàng cẩn thận giùm má,0
11451316,đọc nội khâu đóng gói chuyến tệ trăm ngàn bèo nhèo,0
18235875,sách không nội đóng gói hàng góp mãi không bọc chèn lót hộp sách móp méo hư hỏng bìa bìa cứng tệ,0
10626431,mua tiki đầu sách cũ rách ntn,0
19857580,giao hành giao lễ nội ok đóng hàng không sách,0
13926347,sách ổn cá nhân tiki trading đóng gói cẩn thận lắm sách vết bẩn không quan nội dung thể mạng review nha hiệu sách câu giúp,0
15851350,sách buồn thề không xốp bảo vệ sách í hộp sách cuồn móp đầu xót thiệt,0
16442071,nội sách không bàn sách tiki trading giá rẻ tí chất đóng gói thất vọng sách móp méo tệ hại đầu gáy dấu xước mặt khuyên mười mấy không chỗ tốt,0
15336561,tiki tiki sách không hư hại sách tác giả viết tốt nội thác hướng thuyết phục tương đối vấn đề dịch giả kém dịch câu đơn giản câu đọc sai không biên tập viên nghiêm túc không không không đọc nổi khuyến khích khả năng đọc tiếng xác nội sách,0
15753961,đóng gói cẩn thận sách không góc chữ viết đọc chiệu chút,0
14990188,sách hơi cũ mnguoi góc sách hông sách hơi cong không đẹp lắm,0
17107507,không chống sốc sách quyển hư gáy,0
19866826,sách tiếc bookcare không bọc đóng gói không lớp điệm góc sách gãy,0
19710091,sách hơi bám bụi bẩn không bọc giao sách nội đọc đánh giá,0
14231549,bưu kiện không miếng bọc chống sốc quyển sách cứu vớt bọc góc quyển sách nhăn haizz tiki không bookmark đơn hàng,0
15176300,hơi thất vọng sách không đẹp lắm trông cũ dập bìa sách vết bẩn màu đen không sách giá không quyển sách mong tiki chất sách giúp tội nghiệp không nỡ cảm ơn,0
16147380,giao hạn nhiên không trình vận nhăn góc sách không thất vọng,0
19340551,không lạc không đơn,0
19284862,móp bìa xíu đầu shop,0
19277427,đơn,0
19989316,đơn hàng shiper kiểm không máy yêu cầu hoàn tiền,0
14350719,máy màu không tín hiệu không thể mong tiki hỗ trợ đổi sản phẩm,0
14218628,df gập hẳn bìa truyện thất vọng mạng truyện df,0
18084082,không tập,0
15113798,sách nhiên đợt tết tiki hàng hơi chậm lề mề móp tất,0
19890123,không bookcare gói,0
19975185,sách,0
19916689,nội không mẻ ứng dụng thất vọng,0
19873421,dịch không tiền,0
19987134,dhuwje,0
13289458,ủng hộ đợt dịch chán đơn đơn hủy đơn trễ gói hàng vầy thất vọng,0
10335441,hàng sách happylive không hài sách mờ đầu không hình sách,0
19614239,ko sách bìa hơi bẩn thẻ đánh dấu đoạn,0
12570988,mong hàng bọc sách sách hộp không vận mép sách đồ bẻ cong sach dịch đợi hàng hơi nè,0
19936177,không tận méo sách,0
17920468,sách khâu sách nội nghiên cứu tâm lý không mua phí tiền,0
18208183,đọc nội hàng không lắm mong sách ổn,0
14296320,sách nhiên sách không gói cẩn thận góc cong hàng chậm dự kiến nội sách review đọc,0
18970205,sách đọc hàng gói không kĩ lắm sách không màng bọc hơi cũ,0
18533636,sách không bọc móp gáy sách,0
19558520,khổ thân shipper vỏ bìa hơi ẩm quyển sách bọc xốp không hihi cơm ảnh bảo,0
18440573,buồn sách không hộp cẩn thận cấn góc sách sách ổn chữ ràng giấy không nhàu nát đặc biệt hàng,0
17064048,sản phẩm tốt không nhàu bất kỳ hư hỏng hàng hộp ướt bọc lớp bóng chống đập sách không yên tâm chất d,0
9481871,chất không đơn vị vận khâu đóng gói kiện hàng kia không mác đồ vỡ,0
12009460,lắp không phản ứng điện không máy không bảo,0
19421985,mua tổng đài chụp hình gửi phiền lắm cầm sản phẩm shiper mỏng cầm tiền đóng gói cạn quấn xốp nổ mặt mặt không quấn quấn,0
18628892,shop sách chậm chạm lề mề sách xác kiểm đơn hàng shop hàng hàng hàng sách sách gấp né tks,0
5421246,kì sách giá bìa tưởng tôn tác giả đóng lộn đầu tiên đọc sách xúc không đổi chỗ đừng nhe,0
19080614,gói hàng hơi sơ sài móp gáy sách không lỗi sách lậu tả,0
9659253,gói dở miếng bìa xốp không gói kín quấn sách vận chạy bề mặt sách tình trạnh sách không đẹp giấy sách không mịn màn thô nôi cục giá không rẻ lắm cân nhắc,0
13812432,tiki gói hàng tệ sách không bọc chống sốc sách móp góc hộp móp méo xót mấy sách,0
12420429,hâhhaahhahaha mua nhầm sách sách giáo trình không đọc nhầm sách đóng gói cẩn thận,0
11003881,đợt gói hàng không kĩ k chèn xốp không bọc chống sốc giao hàng sách đùn góc xót lắm í,0
2401613,sách cực kì cũ bẩn chỗ nhàu nếp gấp sách sử dụng liên hệ đổi chờ phận chăm sóc hàng tiki không đổi sản phẩm chắn không p s shopngocminhchau,0
16009517,sách hơi mốc tý không ưng lắm giáo quyển đọc cảm,0
19793488,giao hàng đóng gói cẩn thận giấy đẹp gửi không bọc lông bìa hơi bẩn mong,0
12945064,sách ok dịch vụ tiki tồi tệ hàng toán dự kiến không không thông báo trễ kh phản ảnh tổng đài thông báo hàng vận hẹn thúc đẩy báo chậm không hàng phản ánh tiếp tiki hỗ trợ câu thúc đẩy không hàng kiên nhẫn báo hủy đơn hàng chậm trễ hàng dịch vụ hỗ trợ thúc đẩy hàng tiki tồi tệ,0
19870021,dịch lắm,0
19589953,aaaaa sách sop gửi siuuuu,0
10061941,đọc nãy sách nguyễn vũ thích đọc thản chút xíu trừ biên tập dư lặp,0
18450113,great,0
8329192,sách gỡ rắch chút xíu gáy ổn giá nội sách không đặc biệt lắm không đọc truyện thám thử đọc sách lắm,0
3118449,kẹp sách sách kiểu đọc dở sách lớp bọc không mép sách gẫy hông sách nhăn nhúm kiểu đọc gấp gấp yêu cầu đổi mong giải quyết giùm,0
10365656,thời hàng tối hôm trưa hôm đóng gói hơi sơ sài không bookcare bìa sách hơi xước chút không sách hài sách,0
8983190,tiki hàng kém chất hộp hàng móp kiểu khui sách không hề bọc tuần quyển sách thói bìa sách gấp tuần quyển sách bẩn thất vọng,0
15783267,sách lỗi đổi quyển sách rách,0
18989368,sách không sốc dơ,0
15831235,mép sách hơi nhăn hơi buồn nè,0
13941772,nội thực tế chất bìa đóng gáy giá tiền sách không thống kiểu chữ mầu màu,0
19621492,sách đọc tạm nội không,0
15127770,sách chất ngol không dày tưởng tượng ok k hàng photo mạng rẻ tí pussy đừng đóng gói không hề chắn hộp méo bìa nma chất ngol,0
17110178,giao hàng dự kiến nội sách ổn áp tỉ mỉ đóng gói không cẩn thận bìa sách không đẹp lắm lỗi không,0
17377316,sách trang tốt chê sách không đựng hộp mong sách bọc đóng hộp sản phẩm không móp méo,0
18686673,quyển unbox bìa dính vết màu đen không hộp rách sách không btw săn hài giá,0
19011217,okk,0
18704856,sách đắt rách mồng tết hôm sách cảm buồn gói hàng hộp sách không bọc vận gói hàng hả tiki yêu cầu đổi,0
18374768,sách đẹp đóng gói cẩn thận nhiên khổ hộp đựng sách hơi góp chèn mút sách dập mép sách thể hộp kích cỡ phù hợp tình trạng đơn hàng góp tiki chủ động báo hàng dự kiến trường hợp hàng không thể kịp dự kiến không lửng tình trạng đơn hàng app vòng hàng,0
18519216,sách chất đẹp nhã nam mãi yêu gáy sách hơi nát,0
18460442,đầu bìa cứng xước gáy móp thất vọng chấp đổi sách yêu tiki,0
19892835,sách cũ sứt mòn góc bìa,0
15180019,sách đóng gói đóng sách kiểu giá trị sách tiki kiểu mấy sách sách tệ sách cũ giận sách không thể đem công phản ánh,0
19851763,giao sách cũ liên hệ phận tầm phút hàng dịch vụ đầu,0
16961027,sách trâu chuốt dịch thuật không không quán dịch khí khí keirsey lý tưởng hóa trực giác n cảm xúc f viết trực giáp n cảm giác s trái ngược tệ không kém bìa cũ vết xước,0
13006076,sách bổ ích ước giá dày thông đôi chỗ sách dịch dịch câu không nghĩa thực đọc hơi ngộ tí nghĩa câu bìa sách vết,0
18187507,giao cảm ơn shipper khoản đóng gói sách không tốt lắm sách không hư hài ổn,0
14218665,bìa bình nhăn đầu buồn thực,0
9045078,sách nxb đánh chữ tả lỗi chương nxb lỗi đề mục tả đọc kiểu sách giả haizzzz,0
14830638,giấy dày sách trừ không bọc chống sốc mép sách nát chút gáy sách dán không kĩ ok,0
19405737,giao hàng bìa bóng trông thích mắt lắm nma sách kiểu hơi cũ chỗ bẩn đầu tiên tiki bọc sách hêhhe,0
11202195,nghi vấn sách giả tiki giải đáp nội lẽ dòng sách không phù hợp khô khan đọc tường trình sách câu nghiệp không khái niệm okr ko dịch thuật đọc không hút câu đọc đọc báo trừ chất sách bìa đẹp ruột mỏng bề mặt giấy mốc bột giấy chữ mốc hình mốc cộng giấy kém chất màu đục không tương phản chữ đọc xỉu xỉu đọc chương buông xuôi đổi hàng,0
10743115,đầu tiên sách bực sách mép dính bẩn chả,0
19899245,góc cá nhân nội không không,0
19980021,giao ổn hộp tã tiki,0
19768960,nội sách không bàn khâu đóng gói thực tệ trông ngóng hàng tuần hàng bóc góc nhăn hình r đọc đánh giá hàng tiki sửa đổi,0
13074345,giá chất bìa kém quăn góc lớp bìa hình,0
10855980,sách đống gói tệ chí bọc bỉ hộp sách đỡ hư sách dập góc,0
19687926,bìa sách xây xước mặt,0
14303533,đầu tiên cảm ơn tiki dịch vụ hơi thất vọng tiki không lớp chống sốc đơn giản lớp lông sách nguyên vẹn đẹp hàng sách tặng sách hơi buồn đầu trải nghiệm không tốt lắm chờ sách đep,0
19855945,đóng gói cẩn thận không hư góc móp méo tặng postcard hình cửu vĩ hồ minh họa màu hợp,0
18458356,sách họa đẹp bìa rời gói kĩ gáy sách móp chỗ,0
18060072,sách đẹp hơi méo tí sâu không kêu,0
19233791,thời hàng giấy lỗi,0
19258937,đóng gói tốt hàng không nổi bọc sách,0
18100418,sách đóng gói kỹ bọc kính sách không rách trang nhàu bìa giao hàng chóng,0
10443843,sách đọc dịch vụ best tiki tệ đơn hàng best hủy đơn hàng hàng liên lạc nhân viên chăm sóc hàng tiki điện thoại yêu cầu hỗ trợ ngó lơ vận best hàng tiền ship đề nghị best thái độ tôn đối hàng,0
12737072,hàng thùng hàng gói móp méo xộc xệch hàng rách gói giấy hình cảm thiên không tôn hàng tất gói hàng móp méo hàng hỏng khắc phục,0
10104502,ram ram ram không tl j không sơ mưa in nhăn hư không tâm,0
10403801,hàng đóng gói cẩn thận rách không giấy nguyên vẹn giấy sài tốt lưu giấy đừng,0
8057461,giấy tốt đóng gói không chắn giấy cấn mốp nhăn góc tờ giấy,0
16204241,giấy không gói hàng cẩn thận hư ram rách bùn đất nhem nhuốc,0
9441110,hơi buồn bọc rách hư tầm giấy đầu th hàng tiki chất giấy ok định vẻ không,0
12745812,chờ đơn hàng mòn mỏi mấy trời hủy đơn không duyệt hàng hộp hơi móp tí bét,0
19314958,nội sách bổ ích đóng gói không ưng lắm không kĩ,0
19978168,tiki dạo gói quà chán í phí bao thiệp gói quà lởm chởm keo hở mép nối nơ xộc xệch tặng ngại,0
